prix,adresse,marque,dim_ecr,ram,stockage,etat
760000,Point-e,iPhone,6.0,12,128,Neuf
110000,Patte d‘oie,Samsung,6.0,8,256,Neuf
447000,Plateau,Samsung,6.0,12,256,Neuf
144900,Colobane,Huawei,6.0,12,128,Neuf
760000,Plateau,iPhone,6.0,12,256,Neuf
625000,Fenêtre mermoz,iPhone,6.0,12,128,Neuf
220000,Fass,LG,6.0,8,256,Neuf
295000,Médina,iPhone,6.0,12,128,Neuf
288500,Médina,iPhone,6.0,12,128,Neuf
135000,Plateau,Samsung,6.0,6,128,Neuf
215000,Médina,Samsung,6.0,12,128,Neuf
790000,Hann maristes,iPhone,6.0,256,128,Neuf
625000,Plateau,iPhone,6.0,12,256,Neuf
110000,Colobane,Infinix,6.0,16,256,Neuf
45000,Colobane,Itel,6.0,6,64,Neuf
180000,Plateau,iPhone,6.0,3,128,Neuf
640000,Point-e,Samsung,6.0,12,256,Neuf
490000,Point-e,iPhone,6.0,12,128,Neuf
285000,Parcelles Assainies,Xiaomi,6.0,11,512,Neuf
1080000,Médina,Samsung,6.0,12,512,Neuf
450000,Plateau,iPhone,6.0,12,256,Neuf
820000,Médina,iPhone,6.0,12,256,Neuf
980000,Médina,Samsung,6.0,12,256,Neuf
80000,Médina,Samsung,6.0,4,128,Neuf
110000,Médina,Xiaomi,6.0,8,128,Neuf
95000,Médina,Xiaomi,6.0,8,256,Neuf
68000,Colobane,Tecno,6.0,8,128,Neuf
140000,Colobane,Tecno,6.0,16,256,Neuf
35000,Colobane,Itel,5.0,4,32,Neuf
20000,Dieuppeul,Samsung,52.0,4,45,Neuf
123000,Colobane,iPhone,6.0,12,128,Neuf
298000,Colobane,iPhone,6.0,12,128,Neuf
265000,Colobane,iPhone,6.0,12,128,Neuf
155000,Colobane,iPhone,6.0,12,64,Neuf
459000,Colobane,iPhone,6.0,12,128,Neuf
389000,Colobane,iPhone,6.0,12,128,Neuf
395000,Dieuppeul,iPhone,6.0,12,128,Neuf
849000,Fenêtre mermoz,iPhone,6.0,12,512,Neuf
549000,Fenêtre mermoz,Google,6.0,12,128,Neuf
1050000,Fenêtre mermoz,iPhone,6.0,12,1000,Neuf
650000,Médina,iPhone,6.0,12,128,Neuf
699000,Plateau,iPhone,6.0,6,256,Neuf
150000,Colobane,Honor,6.0,8,256,Neuf
155000,Patte d‘oie,Xiaomi,6.0,8,256,Neuf
99900,Patte d‘oie,Xiaomi,6.0,8,256,Neuf
78000,Patte d‘oie,Samsung,6.0,4,128,Neuf
55000,Patte d‘oie,Samsung,6.0,4,64,Neuf
75000,Castor,Tecno,6.0,48,256,Neuf
669993,Point-e,iPhone,6.0,12,128,Neuf
1100000,Point-e,iPhone,6.0,12,256,Neuf
49900,Colobane,Itel,6.0,8,128,Neuf
55000,Colobane,Samsung,6.0,4,64,Neuf
155000,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
89900,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
110000,Parcelles Assainies,Samsung,6.0,8,256,Neuf
50000,Parcelles Assainies,Samsung,6.0,3,32,Neuf
120000,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
500000,Plateau,iPhone,6.0,6,128,Neuf
200000,Plateau,iPhone,6.0,4,64,Neuf
175000,Colobane,Huawei,6.0,8,256,Neuf
225000,Plateau,Xiaomi,6.0,8,256,Neuf
335000,Plateau,Oppo,6.0,12,512,Neuf
655000,Plateau,Samsung,6.0,12,256,Neuf
635000,Plateau,Samsung,6.0,12,128,Neuf
399900,Hann maristes,Samsung,7.0,12,256,Neuf
400000,Plateau,Oppo,6.0,12,256,Neuf
980000,Plateau,Samsung,7.0,12,512,Neuf
475000,Plateau,Google,6.0,12,256,Neuf
780000,Plateau,Google,7.0,12,256,Neuf
1150000,Hlm,Samsung,6.0,12,256,Neuf
580000,Plateau,Google,6.0,16,512,Neuf
850000,Fenêtre mermoz,Google,6.0,12,256,Neuf
325000,Plateau,Google,6.0,8,128,Neuf
52500,Plateau,Samsung,6.0,2,32,Neuf
350000,Liberte 6,iPhone,6.0,12,128,Neuf
330000,Hlm,iPhone,6.0,12,64,Neuf
430000,Hlm,Samsung,6.0,12,128,Neuf
65000,Médina,Infinix,6.0,8,128,Neuf
129900,Parcelles Assainies,Huawei,6.0,8,128,Neuf
65000,Colobane,Samsung,6.0,4,128,Neuf
590000,Hlm,Samsung,6.0,12,256,Neuf
499000,Hlm,iPhone,6.0,12,256,Neuf
125000,Médina,Samsung,6.0,6,128,Neuf
79000,Médina,Samsung,6.0,4,128,Neuf
155000,Médina,Xiaomi,6.0,8,256,Neuf
325000,Plateau,Google,6.0,8,256,Neuf
375000,Plateau,Xiaomi,6.0,12,512,Neuf
155000,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
99900,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
65000,Parcelles Assainies,Samsung,6.0,4,128,Neuf
80000,Parcelles Assainies,Samsung,6.0,4,128,Neuf
95000,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
65000,Colobane,Samsung,6.0,4,64,Neuf
140000,Colobane,Huawei,6.0,8,128,Neuf
55000,Colobane,Tecno,6.0,3,64,Neuf
900000,Plateau,Google,6.0,16,256,Neuf
600000,Plateau,Google,6.0,12,256,Neuf
420000,Fenêtre mermoz,Samsung,6.0,12,128,Neuf
269000,Médina,iPhone,6.0,12,128,Neuf
735000,Dieuppeul,iPhone,6.0,12,128,Neuf
289500,Médina,iPhone,6.0,12,128,Neuf
479000,Médina,iPhone,6.0,12,128,Neuf
389000,Médina,iPhone,6.0,12,128,Neuf
120000,Médina,iPhone,6.0,12,64,Neuf
205000,Médina,iPhone,6.0,12,64,Neuf
80000,Colobane,Samsung,5.0,6,128,Neuf
355000,Point-e,iPhone,6.0,8,128,Neuf
290000,Point-e,Honor,6.0,8,256,Neuf
765000,Plateau,iPhone,6.0,8,256,Neuf
175000,Plateau,Oppo,6.0,8,256,Neuf
425000,Plateau,Honor,6.0,12,512,Neuf
849000,Fenêtre mermoz,iPhone,6.0,12,256,Neuf
650000,Fenêtre mermoz,Samsung,6.0,12,256,Neuf
585000,Médina,Samsung,6.0,12,256,Neuf
500000,Médina,Samsung,6.0,12,512,Neuf
225000,Plateau,Xiaomi,6.0,8,256,Neuf
184900,Colobane,iPhone,6.0,12,128,Neuf
71900,Plateau,Tecno,6.0,16,128,Neuf
89900,Colobane,Xiaomi,6.0,8,256,Neuf
1500000,Plateau,Google,7.0,16,256,Neuf
280000,Plateau,Samsung,6.0,8,256,Neuf
210000,Colobane,LG,6.0,8,128,Neuf
190000,Colobane,Huawei,6.0,8,128,Neuf
800000,Médina,iPhone,6.0,12,256,Neuf
170000,Médina,Samsung,6.0,12,128,Neuf
65000,Colobane,Tecno,6.0,8,64,Neuf
29500,Castor,Autres,5.0,4,32,Neuf
49900,Colobane,Tecno,6.0,4,64,Neuf
475000,Fenêtre mermoz,iPhone,6.0,12,128,Neuf
550000,Médina,Samsung,6.0,12,512,Neuf
250000,Médina,Google,6.0,8,128,Neuf
130000,Sacré-cœur,iPhone,6.0,12,64,Neuf
290000,Plateau,iPhone,5.0,4,64,Neuf
325000,Plateau,iPhone,6.0,12,512,Neuf
48000,Plateau,Panasonic,1.0,12,128,Neuf
145000,Plateau,Oppo,6.0,8,256,Neuf
480000,Plateau,Samsung,6.0,12,512,Neuf
285000,Plateau,Samsung,6.0,8,128,Neuf
149900,Colobane,Samsung,6.0,8,128,Neuf
600000,Médina,Samsung,6.0,12,256,Neuf
560000,Plateau,iPhone,6.0,6,256,Neuf
510000,Sicap Liberté,Huawei,6.0,12,512,Neuf
340000,Médina,iPhone,6.0,12,128,Neuf
200000,Castor,Xiaomi,6.0,8,256,Neuf
849000,Fenêtre mermoz,iPhone,6.0,12,512,Neuf
285000,Médina,iPhone,6.0,12,128,Neuf
119500,Médina,iPhone,6.0,12,64,Neuf
335000,Médina,iPhone,6.0,12,128,Neuf
160000,Ouakam,Xiaomi,6.0,8,256,Neuf
64500,Castor,Samsung,6.0,4,128,Neuf
54500,Castor,Samsung,6.0,4,64,Neuf
32000,Castor,Autres,6.0,2,32,Neuf
108000,Castor,Infinix,6.0,16,256,Neuf
950000,Plateau,Huawei,6.0,16,512,Neuf
89900,Fass,Xiaomi,6.0,8,256,Neuf
565000,Plateau,Honor,6.0,12,512,Neuf
695000,Plateau,Samsung,6.0,12,256,Neuf
325000,Plateau,Samsung,6.0,12,256,Neuf
200000,Colobane,OnePlus,6.0,16,256,Neuf
550000,Colobane,Honor,6.0,12,512,Neuf
450000,Médina,Google,6.0,12,128,Neuf
280000,Médina,iPhone,6.0,12,128,Neuf
200000,Sicap Sacré-cœur,Samsung,47.0,12,128,Neuf
205000,Plateau,iPhone,6.0,12,128,Neuf
350000,Plateau,iPhone,6.0,12,128,Neuf
375000,Plateau,iPhone,6.0,12,128,Neuf
450000,Médina,Google,6.0,12,128,Neuf
825000,Grand-Yoff,iPhone,6.0,12,128,Neuf
475000,Plateau,Xiaomi,6.0,12,512,Neuf
450000,Plateau,iPhone,6.0,6,128,Neuf
550000,Guediawaye,Oppo,6.0,12,512,Neuf
220000,Médina,iPhone,6.0,12,64,Neuf
549000,Fenêtre mermoz,iPhone,6.0,12,256,Neuf
299000,Colobane,iPhone,6.0,12,128,Neuf
124500,Colobane,iPhone,6.0,12,64,Neuf
150000,Colobane,iPhone,6.0,12,64,Neuf
124500,Colobane,iPhone,6.0,12,64,Neuf
399000,Colobane,iPhone,6.0,12,128,Neuf
149000,Colobane,iPhone,6.0,12,64,Neuf
268500,Colobane,iPhone,6.0,12,128,Neuf
219000,Colobane,iPhone,6.0,12,64,Neuf
450000,Pikine,Samsung,6.0,12,512,Neuf
78000,Castor,Samsung,6.0,4,128,Neuf
123000,Castor,Samsung,6.0,6,128,Neuf
725000,Fenêtre mermoz,iPhone,6.0,12,256,Neuf
349000,Médina,iPhone,7.0,7,256,Neuf
725000,Plateau,Samsung,67.0,12,256,Neuf
115000,Parcelles Assainies,Samsung,6.0,8,256,Neuf
420000,Médina,iPhone,6.0,12,128,Neuf
210000,Plateau,Oppo,6.0,6,256,Neuf
425000,Plateau,iPhone,6.0,6,256,Neuf
700000,Médina,iPhone,6.0,12,256,Neuf
790000,Almadies,iPhone,6.0,8,256,Neuf
98000,Plateau,Samsung,6.0,6,128,Neuf
73000,Plateau,Samsung,6.0,4,64,Neuf
125000,Patte d‘oie,Samsung,6.0,6,128,Neuf
59900,Patte d‘oie,Tecno,6.0,4,128,Neuf
245000,Plateau,Xiaomi,6.0,12,512,Neuf
760000,Plateau,Samsung,7.0,12,256,Neuf
49000,Castor,Infinix,6.0,8,64,Neuf
450000,Plateau,iPhone,6.0,12,128,Neuf
66500,Castor,Tecno,6.0,44,128,Neuf
78000,Patte d‘oie,Samsung,6.0,4,128,Neuf
55000,Patte d‘oie,Samsung,6.0,4,64,Neuf
850000,Plateau,Honor,6.0,16,512,Neuf
780000,Plateau,iPhone,6.0,12,512,Neuf
700000,Plateau,iPhone,6.0,12,256,Neuf
220000,Diamaguene,Honor,6.0,8,256,Neuf
220000,Liberte 6 extension,Samsung,6.0,8,256,Neuf
230000,Liberte 6 extension,Samsung,6.0,8,128,Neuf
200000,Liberte 6 extension,Samsung,6.0,8,256,Neuf
339000,Médina,iPhone,7.0,7,256,Neuf
85000,Castor,Samsung,6.0,4,128,Neuf
120000,Patte d‘oie,Xiaomi,6.0,8,256,Neuf
120000,Castor,Tecno,6.0,16,256,Neuf
180000,Colobane,iPhone,6.0,12,64,Neuf
86000,Castor,Tecno,6.0,88,256,Neuf
700000,Almadies,iPhone,6.0,12,128,Neuf
1300000,Virage,Samsung,6.0,12,256,Neuf
650000,Liberte 6 extension,Samsung,6.0,12,256,Neuf
425000,Ouest foire,iPhone,6.0,12,128,Neuf
650000,Plateau,Samsung,6.0,12,256,Neuf
525000,Yoff,iPhone,10.0,12,128,Neuf
425000,Ouest foire,Huawei,6.0,12,128,Neuf
450000,Yoff,OnePlus,10.0,16,512,Neuf
559900,Plateau,Samsung,6.0,12,256,Neuf
150000,Pikine,Honor,6.0,8,256,Neuf
225000,Pikine,Google,6.0,8,128,Neuf
150000,Colobane,Huawei,6.0,8,128,Neuf
220000,Castor,Xiaomi,6.0,12,512,Neuf
240000,Médina,Samsung,6.0,12,128,Neuf
90000,Colobane,Xiaomi,6.0,8,256,Neuf
129500,Médina,iPhone,6.0,4,64,Neuf
220000,Plateau,Samsung,6.0,8,128,Neuf
20000,Ouest foire,iPhone,6.0,12,128,Neuf
480000,Médina,Google,6.0,12,256,Neuf
210000,Médina,Samsung,6.0,12,128,Neuf
170000,Guediawaye,Samsung,6.0,6,1,Neuf
89900,Colobane,Xiaomi,6.0,8,256,Neuf
305000,Fass,Samsung,6.0,12,256,Neuf
750000,Ouest foire,Samsung,6.0,12,256,Neuf
595000,Plateau,Samsung,6.0,12,256,Neuf
715000,Plateau,Samsung,6.0,12,256,Neuf
360000,Médina,iPhone,6.0,12,128,Neuf
1090000,Médina,Samsung,6.0,12,256,Neuf
90000,Médina,Infinix,6.0,16,256,Neuf
90000,Ouest foire,iPhone,6.0,12,128,Neuf
675000,Plateau,Samsung,6.0,12,512,Neuf
900000,Fenêtre mermoz,Google,6.0,12,128,Neuf
240000,Almadies,Autres,6.0,12,128,Neuf
139900,Hann maristes,Huawei,6.0,8,128,Neuf
310000,Fass,Samsung,6.0,12,256,Neuf
630000,Médina,Samsung,6.0,12,512,Neuf
345000,Plateau,Samsung,6.0,8,128,Neuf
550000,Plateau,Xiaomi,6.0,16,1024,Neuf
1000000,Colobane,Samsung,6.0,12,256,Neuf
12000,Ouest foire,Ice-Phone,6.0,12,128,Neuf
1000000,Ouest foire,Samsung,6.0,12,128,Neuf
122000,Plateau,Samsung,6.0,8,256,Neuf
750000,Colobane,iPhone,6.0,12,256,Neuf
630000,Plateau,Samsung,6.0,12,256,Neuf
58000,Parcelles Assainies,Samsung,6.0,8,64,Neuf
650000,Plateau,Samsung,6.0,12,256,Neuf
1150000,Plateau,Samsung,6.0,12,512,Neuf
90000,Colobane,Xiaomi,6.0,12,256,Neuf
69900,Colobane,Motorola,6.0,12,128,Neuf
1100000,Médina,Samsung,6.0,12,256,Neuf
390000,Yoff,Google,10.0,12,128,Neuf
650000,Ouest foire,Samsung,6.0,12,128,Neuf
440000,Médina,iPhone,6.0,12,128,Neuf
580000,Plateau,iPhone,6.0,6,256,Neuf
49900,Colobane,Infinix,6.0,4,64,Neuf
600000,Hlm grand-yoff,iPhone,6.0,12,256,Neuf
600000,Hlm grand-yoff,iPhone,6.0,12,128,Neuf
890000,Hlm grand-yoff,Google,6.0,12,256,Neuf
165000,Médina,Samsung,6.0,12,128,Neuf
825000,Plateau,Autres,8.0,12,256,Neuf
980000,Médina,Samsung,6.0,12,256,Neuf
450000,Médina,iPhone,6.0,12,128,Neuf
485000,Médina,iPhone,6.0,12,128,Neuf
620000,Hann maristes,Samsung,6.0,12,256,Neuf
215000,Plateau,Xiaomi,6.0,8,256,Neuf
390000,Médina,iPhone,6.0,12,128,Neuf
320000,Médina,iPhone,6.0,12,128,Neuf
300000,Médina,iPhone,6.0,12,128,Neuf
795000,Médina,iPhone,6.0,12,256,Neuf
640000,Médina,Samsung,6.0,12,256,Neuf
900000,Médina,Samsung,6.0,12,1000,Neuf
625000,Médina,Samsung,6.0,12,256,Neuf
330000,Médina,Samsung,6.0,12,128,Neuf
480000,Médina,iPhone,6.0,12,128,Neuf
49500,Castor,Samsung,6.0,3,32,Neuf
23000,Castor,Alcatel,6.0,12,128,Neuf
210000,Plateau,Samsung,6.0,8,128,Neuf
600000,Guediawaye,iPhone,6.0,6,128,Neuf
930000,Plateau,Samsung,7.0,12,256,Neuf
1090000,Mermoz,Samsung,7.0,12,256,Neuf
135000,Plateau,Xiaomi,6.0,6,128,Neuf
750000,Médina,Samsung,8.0,12,256,Neuf
590000,Plateau,Samsung,6.0,12,256,Neuf
485000,Plateau,Huawei,6.0,12,256,Neuf
415000,Plateau,Huawei,6.0,12,256,Neuf
170000,Plateau,iPhone,6.0,12,128,Neuf
200000,Plateau,iPhone,6.0,12,128,Neuf
149900,Colobane,Huawei,6.0,8,128,Neuf
40000,Ouakam,Motorola,6.0,12,128,Neuf
69000,Castor,Tecno,6.0,8,128,Neuf
280000,Médina,iPhone,6.0,12,128,Neuf
90000,Plateau,Samsung,6.0,4,128,Neuf
290000,Plateau,Tecno,6.0,12,512,Neuf
75000,Plateau,Samsung,6.0,4,128,Neuf
75000,Médina,Samsung,6.0,4,128,Neuf
225000,Plateau,Autres,6.0,12,256,Neuf
345000,Plateau,iPhone,6.0,12,256,Neuf
395000,Plateau,iPhone,6.0,12,256,Neuf
625000,Plateau,iPhone,6.0,12,256,Neuf
380000,Plateau,Samsung,6.0,12,256,Neuf
480000,Plateau,Samsung,6.0,12,256,Neuf
52500,Plateau,Tecno,6.0,6,64,Neuf
48500,Plateau,Infinix,6.0,8,64,Neuf
65000,Fass,Motorola,6.0,4,64,Neuf
149000,Fass,Huawei,6.0,8,128,Neuf
1250000,Plateau,Samsung,6.0,16,256,Neuf
1350000,Plateau,Samsung,7.0,12,1000,Neuf
930000,Plateau,Samsung,8.0,12,256,Neuf
625000,Plateau,Samsung,6.0,12,256,Neuf
53000,Plateau,Samsung,6.0,4,64,Neuf
725000,Plateau,Samsung,6.0,12,512,Neuf
350000,Plateau,iPhone,6.0,6,128,Neuf
690000,Plateau,Samsung,6.0,12,256,Neuf
185000,Plateau,iPhone,5.0,3,128,Neuf
795000,Plateau,iPhone,6.0,8,256,Neuf
585000,Plateau,iPhone,6.0,8,128,Neuf
325000,Plateau,iPhone,6.0,6,128,Neuf
600000,Médina,Samsung,6.0,12,256,Neuf
575000,Plateau,Samsung,6.0,12,256,Neuf
245000,Plateau,Xiaomi,6.0,8,256,Neuf
180000,Colobane,LG,6.0,8,128,Neuf
490000,Plateau,ZTE,6.0,12,256,Neuf
265000,Plateau,OnePlus,6.0,8,128,Neuf
930000,Plateau,Samsung,7.0,12,256,Neuf
820000,Plateau,iPhone,6.0,8,256,Neuf
590000,Plateau,iPhone,61.0,6,128,Neuf
740000,Plateau,Samsung,7.0,12,256,Neuf
800000,Sicap Liberté,iPhone,6.0,8,256,Neuf
400000,Colobane,Samsung,6.0,8,256,Neuf
1500000,Plateau,Google,7.0,16,256,Neuf
180000,Médina,Samsung,6.0,8,128,Neuf
200000,Guediawaye,Samsung,6.0,8,128,Neuf
500000,Plateau,BlackBerry,6.0,12,64,Neuf
120000,Patte d‘oie,Samsung,6.0,8,256,Neuf
180000,Patte d‘oie,Xiaomi,6.0,8,256,Neuf
870000,Médina,iPad,12.0,12,256,Neuf
47000,Castor,Itel,6.0,3,128,Neuf
500000,Plateau,Huawei,6.0,8,256,Neuf
300000,Plateau,Huawei,6.0,8,256,Neuf
52500,Castor,Tecno,66.0,3,64,Neuf
50000,Parcelles Assainies,Samsung,6.0,2,32,Neuf
135000,Parcelles Assainies,Tecno,6.0,8,256,Neuf
940000,Médina,iPhone,14.0,16,256,Neuf
32000,Patte d‘oie,Huawei,5.0,3,32,Neuf
80000,Patte d‘oie,Xiaomi,6.0,4,128,Neuf
220000,Médina,Samsung,6.0,12,128,Neuf
165000,Médina,Samsung,6.0,12,128,Neuf
1200000,Plateau,Google,7.0,12,256,Neuf
250000,Médina,iPhone,6.0,12,128,Neuf
325000,Plateau,Samsung,6.0,8,128,Neuf
800000,Gueule-Tapée,iPhone,6.0,12,256,Neuf
629998,Plateau,Samsung,6.0,12,128,Neuf
825000,Plateau,Samsung,6.0,12,512,Neuf
195000,Plateau,Xiaomi,6.0,8,128,Neuf
560000,Médina,iPhone,6.0,12,128,Neuf
80000,Gueule-Tapée,Crosscall,6.0,12,128,Neuf
800000,Fass,iPhone,6.0,12,256,Neuf
530000,Médina,Samsung,6.0,12,512,Neuf
535000,Médina,Samsung,6.0,8,256,Neuf
30000,Patte d‘oie,Itel,5.0,1,32,Neuf
785000,Plateau,iPhone,6.0,8,256,Neuf
169000,Plateau,Sony,1.0,30,30,Neuf
59000,Plateau,Sony,6.0,12,128,Neuf
595000,Médina,Samsung,6.0,12,256,Neuf
210000,Plateau,Samsung,6.0,6,128,Neuf
130000,Dieuppeul,iPhone,6.0,12,64,Neuf
56500,Castor,Tecno,6.0,44,128,Neuf
250000,Hann maristes,iPhone,6.0,12,128,Neuf
350000,Hann maristes,iPhone,6.0,12,128,Neuf
160000,Hann maristes,iPhone,6.0,12,64,Neuf
350000,Médina,iPhone,7.0,12,128,Neuf
76000,Castor,Itel,6.0,16,256,Neuf
34000,Castor,Itel,5.0,22,32,Neuf
99900,Patte d‘oie,Xiaomi,6.0,8,256,Neuf
400000,Gueule-Tapée,iPhone,6.0,12,128,Neuf
780000,Médina,iPhone,6.0,12,128,Neuf
210000,Médina,Samsung,6.0,12,128,Neuf
330000,Plateau,Huawei,6.0,8,256,Neuf
830000,Plateau,Huawei,7.0,12,512,Neuf
110000,Patte d‘oie,Xiaomi,6.0,8,256,Neuf
790000,Médina,Samsung,6.0,12,128,Neuf
485000,Médina,iPhone,6.0,12,128,Neuf
175000,Pikine,Xiaomi,6.0,8,256,Neuf
790000,Médina,iPhone,6.0,12,256,Neuf
535000,Médina,iPhone,6.0,12,128,Neuf
450000,Liberte 6 extension,Samsung,6.0,8,256,Neuf
165000,Plateau,Xiaomi,6.0,12,128,Neuf
10000,Castor,iPhone,45.0,12,128,Neuf
33000,Colobane,Tecno,6.0,12,128,Neuf
85000,Parcelles Assainies,Samsung,6.0,4,128,Neuf
33000,Colobane,Sony,6.0,12,128,Neuf
180000,Médina,iPhone,6.0,12,64,Neuf
630000,Plateau,Samsung,6.0,12,256,Neuf
230000,Almadies,Autres,6.0,12,128,Neuf
79900,Colobane,Motorola,6.0,4,64,Neuf
235000,Plateau,Samsung,6.0,8,128,Neuf
175000,Colobane,Huawei,6.0,8,256,Neuf
550000,Hlm,Oppo,6.0,16,256,Neuf
550000,Hlm,Honor,6.0,16,512,Neuf
485000,Hlm,OnePlus,6.0,16,512,Neuf
675000,Hlm,ZTE,6.0,16,512,Neuf
675000,Hlm,Xiaomi,6.0,16,512,Neuf
250000,Hlm,Oppo,6.0,256,128,Neuf
280000,Dieuppeul,iPhone,6.0,12,128,Neuf
245000,Gueule-Tapée,iPhone,6.0,12,64,Neuf
420000,Gueule-Tapée,iPhone,6.0,12,128,Neuf
325000,Plateau,Samsung,6.0,12,256,Neuf
535000,Plateau,Samsung,6.0,12,256,Neuf
300000,Gueule-Tapée,iPhone,6.0,256,128,Neuf
230000,Gueule-Tapée,iPhone,6.0,256,128,Neuf
550000,Gueule-Tapée,Autres,6.0,512,128,Neuf
125000,Colobane,Samsung,6.0,6,128,Neuf
135000,Plateau,Infinix,6.0,8,256,Neuf
58000,Patte d‘oie,Samsung,6.0,4,64,Neuf
120000,Patte d‘oie,Xiaomi,6.0,8,256,Neuf
550000,Sicap Liberté,Samsung,6.0,12,256,Neuf
780000,Plateau,Huawei,7.0,12,512,Neuf
410000,Hlm,Oppo,6.0,12,512,Neuf
10000,Pikine,Google,6.0,6,12,Neuf
84900,Parcelles Assainies,Samsung,6.0,4,128,Neuf
50000,Parcelles Assainies,Huawei,6.0,4,128,Neuf
60000,Fann,Huawei,61.0,4,128,Neuf
80000,Castor,Samsung,6.0,4,128,Neuf
765000,Plateau,Samsung,6.0,12,256,Neuf
565000,Plateau,Samsung,6.0,12,256,Neuf
650000,Médina,Samsung,6.0,12,256,Neuf
54000,Castor,Samsung,6.0,4,64,Neuf
740000,Médina,iPhone,6.0,12,256,Neuf
290000,Hlm,iPhone,6.0,128,128,Neuf
256000,Hlm,iPhone,6.0,256,128,Neuf
100000,Médina,Huawei,6.0,4,128,Neuf
68000,Parcelles Assainies,Samsung,6.0,4,128,Neuf
155000,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
100000,Médina,Xiaomi,6.0,4,128,Neuf
685000,Plateau,Honor,6.0,12,512,Neuf
375000,Pikine,Samsung,6.0,8,256,Neuf
165000,Plateau,Oppo,6.0,8,256,Neuf
355000,Plateau,Samsung,6.0,8,256,Neuf
500000,Médina,iPhone,7.0,7,128,Neuf
950000,Médina,Honor,6.0,16,512,Neuf
750000,Médina,Huawei,6.0,12,512,Neuf
655000,Hann maristes,iPhone,6.0,6,256,Neuf
100000,Médina,Samsung,6.0,4,128,Neuf
560000,Médina,iPhone,6.0,12,256,Neuf
620000,Médina,iPhone,6.0,12,512,Neuf
790000,Médina,iPhone,6.0,12,512,Neuf
39000,Plateau,Autres,6.0,6,128,Neuf
33000,Colobane,Tecno,6.0,12,64,Neuf
30000,Colobane,Tecno,6.0,12,32,Neuf
45000,Patte d‘oie,Huawei,6.0,4,128,Neuf
365000,Médina,Samsung,6.0,12,256,Neuf
700000,Médina,Samsung,6.0,12,512,Neuf
700000,Fass,iPhone,6.0,12,128,Neuf
580000,Fass,iPhone,6.0,12,128,Neuf
375000,Fass,iPhone,6.0,12,128,Neuf
410000,Fass,iPhone,6.0,12,128,Neuf
375000,Fass,iPhone,6.0,12,128,Neuf
330000,Plateau,Samsung,6.0,12,256,Neuf
330000,Hlm,iPhone,6.0,256,128,Neuf
55000,Hlm,Samsung,6.0,32,128,Neuf
200000,Hlm,Samsung,6.0,8,128,Neuf
670000,Médina,iPhone,9.0,12,512,Neuf
825000,Plateau,Xiaomi,6.0,16,512,Neuf
130000,Médina,iPhone,6.0,12,32,Neuf
165000,Médina,iPhone,6.0,12,32,Neuf
450000,Médina,Samsung,8.0,12,256,Neuf
1175000,Médina,iPhone,6.0,12,1000,Neuf
205000,Plateau,iPhone,6.0,12,128,Neuf
265000,Plateau,iPhone,6.0,12,256,Neuf
345000,Plateau,iPhone,6.0,12,128,Neuf
250000,Colobane,Samsung,6.0,8,128,Neuf
150000,Colobane,Huawei,6.0,12,128,Neuf
670000,Médina,iPhone,6.0,12,128,Neuf
350000,Médina,Samsung,8.0,12,256,Neuf
1,Médina,iPhone,6.0,12,128,Neuf
580000,Médina,Google,6.0,8,128,Neuf
660000,Médina,iPhone,6.0,12,128,Neuf
735000,Médina,iPhone,6.0,12,256,Neuf
110000,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
230000,Colobane,Xiaomi,6.0,8,256,Neuf
84900,Patte d‘oie,Samsung,6.0,4,128,Neuf
580000,Médina,iPhone,6.0,12,128,Neuf
620000,Médina,iPhone,6.0,12,128,Neuf
730000,Médina,iPhone,6.0,12,256,Neuf
200000,Colobane,Honor,6.0,8,256,Neuf
110000,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
49900,Parcelles Assainies,Tecno,6.0,3,64,Neuf
100000,Parcelles Assainies,Xiaomi,6.0,8,256,Neuf
749000,Fenêtre mermoz,Samsung,6.0,12,256,Neuf
250000,Colobane,Autres,6.0,8,256,Neuf
200000,Colobane,Autres,6.0,8,256,Neuf
49000,Castor,Tecno,6.0,33,64,Neuf
580000,Plateau,Samsung,7.0,12,256,Neuf
290000,Plateau,Google,6.0,8,128,Neuf
485000,Plateau,Autres,6.0,16,512,Neuf
800000,Médina,iPhone,6.0,12,1000,Neuf
600000,Médina,iPhone,6.0,12,256,Neuf
375000,Fenêtre mermoz,iPhone,6.0,12,128,Neuf
770000,Médina,iPhone,6.0,12,256,Neuf
630000,Plateau,Samsung,6.0,12,256,Neuf
680000,Médina,Samsung,6.0,12,256,Neuf
620000,Plateau,Samsung,6.0,12,256,Neuf
375000,Plateau,Samsung,6.0,6,128,Neuf
575000,Fenêtre mermoz,iPhone,6.0,12,128,Neuf
90000,Médina,Samsung,6.0,6,128,Neuf
149900,Fass,Huawei,6.0,8,128,Neuf
