Marque,Année,Boite_Vitesse,Adresse,Prix,Venant_Occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Kia,2015,Automatique," Liberte 6 extension,Dakar",7800000,Venant
Chevrolet,2011,Automatique,"Rufisque,Dakar",5000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Peugeot,2009,Manuelle,"Almadies 2,Dakar",2500000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Chevrolet,2009,Automatique,"Plateau,Dakar",5000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
BMW,2017,Automatique,"Almadies,Dakar",16500000,Venant
Mitsubishi,2015,Automatique,"VDN,Dakar",8500000,Venant
Toyota,2018,Automatique,"Hann maristes,Dakar",25000000,Venant
Mazda,2014,Automatique,"Liberte 6,Dakar",9700000,Venant
Kia,2016,Automatique,"Almadies,Dakar",17000000,Venant
Renault,2008,Manuelle,"Cambérène,Dakar",2700000,D'occasion
Ford,2013,Automatique,"Golf,Dakar",4800000,D'occasion
Dodge,2014,Automatique,"Sicap foire, Dakar",6800000,Venant
Toyota,2006,Manuelle,"Hlm,Dakar",4900000,D'occasion
Ford,2014,Automatique,"Zone de captage,Dakar",4300000,D'occasion
Ford,2016,Automatique,"Liberte 6,Dakar",12300000,Venant
Ford,2014,Automatique,"Mbao,Dakar",7500000,Venant
Citroen,2016,Tiptronic,"VDN,Dakar",5000000,Venant
Ford,2014,Automatique,"Mbao,Dakar",6250000,D'occasion
Hyundai,2013,Automatique,"Djily mbaye,Dakar",4150000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies, Dakar",33000000,Venant
Toyota,2019,Automatique,"Almadies,Dakar",44000000,Venant
Citroen,2013,Manuelle,"Sacré-cœur,Dakar",4600000,D'occasion
Jeep,2015,Automatique,"Nord foire,Dakar",8800000,D'occasion
Chevrolet,2014,Automatique,"Almadies,Dakar",3350000,D'occasion
Renault,2015,Automatique,"Hlm,Dakar",5950000,Venant
Kia,2014,Automatique," Almadies,Dakar",7800000,Venant
Ford,2015,Automatique,"VDN,Dakar",7300000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Volkswagen,2010,Manuelle,"Fann,Dakar",1500000,D'occasion
Mercedes-Benz,2011,Automatique,"Parcelles Assainies,Dakar",3000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Toyota,2015,Automatique,"Almadies,Dakar",16500000,D'occasion
Hyundai,2016,Automatique,"Sacré-cœur,Dakar",11900000,Venant
Hyundai,2020,Automatique,"Sacré-cœur,Dakar",22000000,Venant
Peugeot,2015,Manuelle,"Guediawaye,Dakar",7600000,Venant
Citroen,2012,Manuelle,"Mamelles,Dakar",2700000,D'occasion
Ford,2015,Automatique,"Dieuppeul,Dakar",3300000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2016,Automatique,"Cité Damel,Dakar",6900000,D'occasion
GMC,2013,Automatique,"Dieuppeul,Dakar",5900000,D'occasion
Peugeot,2011,Manuelle,"Plateau,Dakar",2500000,D'occasion
Toyota,2007,Manuelle,"Fenêtre mermoz,Dakar",1950000,D'occasion
Kia,2016,Automatique,"Parcelles Assainies,Dakar",12500000,Venant
Mercedes-Benz,2015,Automatique,"Cité keur gorgui,Dakar",13500000,D'occasion
Mazda,2016,Automatique,"Grand-Yoff,Dakar",8300000,Venant
Mitsubishi,2016,Automatique,"Parcelles Assainies,Dakar",18000000,Venant
BMW,2014,Automatique,"Sacré-cœur,Dakar",14500000,Venant
Peugeot,2012,Automatique,"VDN,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Mitsubishi,2016,Manuelle,"Point-e,Dakar",18000000,D'occasion
Ford,2015,Automatique,"Guediawaye,Dakar",47,D'occasion
Peugeot,2012,Manuelle,"Cité keur gorgui,Dakar",3600000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2011,Automatique,"Mbao,Dakar",6000000,D'occasion
BMW,2013,Automatique,"Ouest foire,Dakar",7500000,D'occasion
Ford,2016,Automatique,"Castor,Dakar",9000000,Venant
Ford,2014,Automatique,"Sacré-cœur,Dakar",5000000,D'occasion
Peugeot,2012,Manuelle,"Parcelles Assainies,Dakar",3500000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2020,Automatique,"Parcelles Assainies,Dakar",19000000,Venant
Chevrolet,2019,Automatique,"Sicap foire,Dakar",8700000,D'occasion
Porsche,2011,Automatique,"Pikine,Dakar",9900000,D'occasion
Peugeot,2015,Manuelle,"VDN,Dakar",6700000,D'occasion
Ford,2012,Automatique,"Sicap foire,Dakar",5000000,D'occasion
Hyundai,2015,Automatique,"Sacré-cœur,Dakar",9700000,Venant
Peugeot,2015,Manuelle,"Rufisque,Dakar",5800000,Venant
Peugeot,2016,Automatique,"Ouest foire,Dakar",7400000,Venant
Mercedes-Benz,2018,Automatique,"Liberte 6,Dakar",49000000,Venant
Hyundai,2015,Automatique," Liberte 6,Dakar",12000000,Venant
Mercedes-Benz,2016,Automatique,"Sacré-cœur,Dakar",28000000,D'occasion
BMW,2019,Automatique,"VDN,Dakar",44000000,Venant
Nissan,2015,Automatique,"Nord foire,Dakar",8500000,D'occasion
Mitsubishi,2009,Manuelle,"Golf,Dakar",4500000,D'occasion
Hyundai,2016,Automatique,"Patte d‘oie,Dakar",12000000,Venant
Hyundai,2015,Automatique,"Cité Damel,Dakar",9500000,D'occasion
Chevrolet,2011,Manuelle,"Hlm,Dakar",3000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Range Rover,2013,Automatique,"Plateau,Dakar",11000000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Ford,2015,Automatique,"Liberte 6,Dakar",7800000,D'occasion
Hyundai,2015,Automatique,"Almadies,Dakar",12500000,Venant
Chevrolet,2014,Manuelle,"Dieuppeul,Dakar",2800000,D'occasion
Renault,2011,Manuelle,"Guediawaye,Dakar",3400000,D'occasion
Jeep,2015,Automatique,"VDN,Dakar",10000000,Venant
BMW,2015,Automatique," Hlm,Dakar",10500000,Venant
Nissan,2013,Automatique,"Ouest foire,Dakar",5000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Mercedes-Benz,2017,Automatique,"Almadies,Dakar",22000000,Venant
Suzuki,2016,Manuelle,"Sicap Sacré-cœur,Dakar",4500000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2016,Automatique,"VDN,Dakar",13500000,Venant
Range Rover,2016,Automatique,"Sacré-cœur,Dakar",18000000,Venant
Hyundai,2014,Automatique,"Hann maristes,Dakar",10000000,Venant
Range Rover,2007,Automatique,"Yeumbeul,Dakar",45000000,D'occasion
Toyota,2016,Manuelle,"Colobane,Dakar",8700000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Peugeot,2009,Automatique,"Almadies,Dakar",2500000,D'occasion
Cadillac,2014,Automatique,"Liberte 6 extension,Dakar",7200000,D'occasion
Hyundai,2015,Automatique,"Hann maristes,Dakar",9500000,Venant
Hyundai,2019,Automatique,"Hlm,Dakar",14500000,Venant
Ford,2011,Automatique,"Patte d‘oie,Dakar",3300000,D'occasion
Ssangyong,2006,Manuelle,"Almadies,Dakar",3000000,D'occasion
BMW,2015,Automatique,"Liberte 6,Dakar",17000000,D'occasion
Mazda,2016,Automatique,"Cité Damel,Dakar",11500000,Venant
Peugeot,2013,Manuelle,"Médina,Dakar",2650000,D'occasion
Toyota,2014,Automatique,"Ouest foire,Dakar",26500000,Venant
Citroen,2009,Manuelle,"Pikine,Dakar",2300000,D'occasion
Citroen,2009,Manuelle,"Ouakam,Dakar",2500000,D'occasion
Dodge,2010,Automatique," Parcelles Assainies,Dakar",3700000,D'occasion
Ford,2016,Automatique,"Sicap foire,Dakar",14500000,Venant
BMW,2015,Automatique,"Ngor,Dakar",5000000,Venant
BMW,2016,Automatique,"Rufisque,Dakar",30000000,Venant
Land Rover,2014,Automatique,"Zac Mbao,Dakar",19000000,D'occasion
Ford,2017,Automatique,"Plateau,Dakar",9200000,Venant
Mitsubishi,2015,Automatique,"Castor,Dakar",8800000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2015,Automatique," Liberte 6 extension,Dakar",6500000,D'occasion
Kia,2017,Automatique,"Hann maristes,Dakar",15500000,Venant
Mazda,2014,Automatique,"Yoff,Dakar",8999999,Venant
Ford,2014,Automatique,"Djily mbaye,Dakar",6500000,D'occasion
Ford,2013,Automatique,"Liberte 6,Dakar",5300000,Venant
Jeep,2015,Automatique,"Colobane,Dakar",9000000,Venant
Toyota,2017,Automatique,"Ngor,Dakar",24000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2013,Automatique,"Fann,Dakar",5500000,D'occasion
Hyundai,2016,Automatique,"Sicap foire,Dakar",6800000,Venant
Ford,2016,Automatique,"Sacré-cœur,Dakar",5700000,D'occasion
Jeep,2015,Automatique,"Sicap foire,Dakar",10000000,Venant
Hyundai,2011,Manuelle,"Plateau,Dakar",3600000,D'occasion
Ford,2014,Automatique,"Sacré-cœur,Dakar",7800000,Venant
Hyundai,2011,Automatique,"VDN,Dakar",5600000,D'occasion
Ford,2015,Automatique,"VDN,Dakar",13500000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Lexus,2009,Automatique,"Almadies,Dakar",6000000,D'occasion
Mitsubishi,2015,Automatique,"Guediawaye,Dakar",8500000,Venant
Renault,2020,Manuelle,"Keur Massar,Dakar",11200000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Hyundai,2020,Automatique,"Sacré-cœur,Dakar",34000000,Venant
Audi,2018,Automatique,"Fenêtre mermoz,Dakar",18500000,Venant
Range Rover,2014,Automatique,"Yoff,Dakar",26500000,Venant
Peugeot,2021,Automatique,"Liberte 6 extension,Dakar",22500000,Venant
Citroen,2013,Manuelle,"Cambérène,Dakar",4200000,D'occasion
Ford,2012,Automatique,"Parcelles Assainies,Dakar",8000000,D'occasion
Chevrolet,2011,Automatique,"Sacré-cœur,Dakar",3700000,D'occasion
Dacia,2012,Manuelle,"Colobane,Dakar",4200000,D'occasion
Hyundai,2014,Automatique,"Médina,Dakar",5000000,D'occasion
Mazda,2015,Automatique,"Ouest foire,Dakar",9800000,Venant
Nissan,2013,Manuelle,"Sacré-cœur,Dakar",8000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Chevrolet,2014,Automatique,"Sicap foire,Dakar",5000000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",9500000,Venant
Chevrolet,2012,Automatique,"Colobane,Dakar",3300000,Venant
Mazda,2015,Automatique,"Sacré-cœur,Dakar",8800000,Venant
Mazda,2015,Automatique,"Cité keur gorgui,Dakar",10000000,Venant
Chevrolet,2014,Automatique,"Mermoz,Dakar",4500000,D'occasion
Mazda,2014,Automatique,"Guediawaye,Dakar",8600000,Venant
Infinity,2015,Automatique,"Liberte 2,Dakar",10000000,Venant
Hyundai,2016,Manuelle,"VDN,Dakar",12500000,Venant
Toyota,2017,Automatique,"Parcelles Assainies,Dakar",10200000,D'occasion
Peugeot,2015,Manuelle,"Sacré-cœur,Dakar",9500000,Venant
Ford,2019,Automatique,"Liberte 6,Dakar",19000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Peugeot,2013,Manuelle,"Liberte 6,Dakar",3400000,D'occasion
Ford,2013,Automatique,"Liberte 6,Dakar",3300000,D'occasion
Renault,2014,Automatique,"Zone de captage,Dakar",3800000,D'occasion
Hyundai,2017,Automatique,"Liberte 6,Dakar",14500000,Venant
Ford,2016,Automatique,"Ouest foire,Dakar",7000000,Venant
BMW,2016,Automatique,"Liberte 6 extension,Dakar",25000000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Toyota,2010,Manuelle,"VDN,Dakar",4500000,D'occasion
Ford,2013,Automatique,"Cité keur gorgui,Dakar",30000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Audi,2018,Automatique,"Liberte 6,Dakar",35000000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2015,Automatique,"Avenue Bourguiba,Dakar",5500000,Venant
Hyundai,2014,Automatique,"Liberte 6,Dakar",5500000,Venant
Ford,2013,Automatique,"Plateau,Dakar",3200000,D'occasion
Ford,2014,Automatique,"Mbao,Dakar",6350000,D'occasion
Kia,2013,Automatique,"Parcelles Assainies, Dakar",5500000,D'occasion
Ford,2012,Automatique,"Ouest foire,Dakar",3300000,D'occasion
Dodge,2020,Automatique,"Sacré-cœur,Dakar",43500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2014,Automatique,"Colobane,Dakar",8500000,Venant
Renault,2013,Manuelle,"Sacré-cœur,Dakar",4200000,D'occasion
Mitsubishi,2014,Automatique,"Almadies,Dakar",13500000,D'occasion
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Ford,2019,Automatique,"VDN,Dakar",16500000,Venant
Kia,2010,Automatique,"Hann Bel-Air,Dakar",5300000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Toyota,2010,Manuelle,"VDN,Dakar",3700000,D'occasion
Ford,2012,Automatique,"Ouest foire,Dakar",3200000,D'occasion
Jeep,2015,Automatique,"Liberte 6 extension,Dakar",10500000,D'occasion
Kia,2017,Automatique,"Ngor, Dakar",10000000,D'occasion
Peugeot,2011,Manuelle,"Liberte 6,Dakar",4750000,D'occasion
Mercedes-Benz,2018,Automatique,"Mbao,Dakar",32500000,Venant
Mazda,2016,Automatique,"Sacré-cœur,Dakar",16800000,Venant
Toyota,2009,Automatique,"Cité keur gorgui,Dakar",5200000,D'occasion
Toyota,2010,Manuelle,"Sacré-cœur,Dakar",3700000,D'occasion
Chevrolet,2012,Automatique,"Liberte 6 extension,Dakar",3400000,D'occasion
Citroen,2012,Manuelle,"Guediawaye,Dakar",4500000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Hyundai,2016,Automatique,"Ouest foire,Dakar",13500000,D'occasion
Ford,2013,Automatique,"Ouest foire,Dakar",6000000,D'occasion
Citroen,2015,Manuelle,"Hlm,Dakar",7500000,Venant
Ford,2017,Automatique,"Cité Damel,Dakar",14000000,Venant
Jeep,2018,Automatique,"Parcelles Assainies,Dakar",18500000,Venant
Toyota,2019,Automatique,"Hlm,Dakar",22500000,Venant
Citroen,2016,Manuelle,"Sicap Liberté,Dakar",4600000,Venant
Kia,2014,Automatique,"Castor,Dakar",8000000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Renault,2016,Manuelle,"Guediawaye,Dakar",5500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2018,Automatique,"Nord foire,Dakar",13000000,D'occasion
Jeep,2019,Automatique,"Virage,Dakar",9000000,Venant
Hyundai,2016,Automatique,"Médina,Dakar",12500000,Venant
Mercedes-Benz,2015,Automatique,"Guediawaye,Dakar",10000000,Venant
Ford,2017,Automatique,"Almadies,Dakar",11350000,Venant
Ford,2014,Automatique,"Patte d‘oie,Dakar",3500000,D'occasion
Range Rover,2015,Automatique,"Mamelles,Dakar",25000000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Ford,2013,Automatique,"Parcelles Assainies,Dakar",7000000,Venant
Nissan,2013,Automatique,"Dieuppeul,Dakar",4500000,D'occasion
Mercedes-Benz,2014,Automatique,"Almadies,Dakar",10990000,D'occasion
Chevrolet,2014,Automatique,"Amitié,Dakar",7500000,Venant
Kia,2016,Automatique,"Parcelles Assainies,Dakar",12500000,Venant
Toyota,2020,Automatique,"Liberte 6,Dakar",50000000,Venant
Mercedes-Benz,2013,Automatique,"Cité keur gorgui,Dakar",30000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mitsubishi,2017,Automatique,"Sacré-cœur,Dakar",11000000,Venant
Toyota,2018,Automatique,"Almadies,Dakar",23000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Jeep,2015,Automatique,"Ouest foire,Dakar",9500000,Venant
Mitsubishi,2017,Automatique,"Liberte 6 extension,Dakar",9800000,Venant
Peugeot,2011,Manuelle,"Colobane,Dakar",3500000,D'occasion
Hyundai,2017,Automatique,"Liberte 6 extension,Dakar",14700000,Venant
Kia,2017,Automatique,"Guediawaye,Dakar",11300000,D'occasion
Kia,2015,Automatique," Liberte 6 extension,Dakar",7800000,Venant
Mercedes-Benz,2020,Automatique,"Sacré-cœur,Dakar",59000000,Venant
Jeep,2015,Automatique,"Sacré-cœur,Dakar",9950000,Venant
Mercedes-Benz,2014,Automatique,"Almadies,Dakar",8500000,D'occasion
Ford,2017,Automatique,"Hann maristes,Dakar",14000000,Venant
Renault,2014,Automatique,"Parcelles Assainies,Dakar",6500000,Venant
Peugeot,2010,Manuelle,"Thiaroye,Dakar",4350000,D'occasion
Ford,2014,Automatique,"Mermoz,Dakar",8900000,Venant
Toyota,2016,Manuelle,"Sicap foire,Dakar",15000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Mazda,2015,Automatique,"Hann maristes,Dakar",9000000,Venant
Ford,2015,Automatique,"Yoff,Dakar",14000000,Venant
Citroen,2009,Manuelle,"Plateau,Dakar",2900000,D'occasion
Chevrolet,2019,Automatique,"Mermoz,Dakar",8300000,Venant
Jeep,2013,Automatique,"Cité Damel,Dakar",9300000,Venant
Ford,2016,Automatique,"VDN,Dakar",6000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",4850000,D'occasion
Suzuki,2012,Manuelle,"Almadies,Dakar",5000000,D'occasion
Hyundai,2011,Automatique,"Plateau,Dakar",2200000,D'occasion
Hyundai,2019,Manuelle,"Mamelles,Dakar",7000000,D'occasion
Mitsubishi,2016,Manuelle,"Colobane,Dakar",9800000,Venant
GMC,2007,Automatique," Sacré-cœur,Dakar",4500000,D'occasion
Hyundai,2014,Automatique,"Liberte 6,Dakar",11000000,Venant
Peugeot,2015,Manuelle,"Mamelles,Dakar",6300000,Venant
Ford,2016,Automatique,"Sacré-cœur,Dakar",14500000,Venant
Nissan,2016,Automatique,"Sicap foire,Dakar",7500000,D'occasion
Nissan,2019,Automatique,"Yoff,Dakar",50000000,Venant
Jeep,2015,Automatique,"Hlm,Dakar",26000000,D'occasion
Ford,2015,Automatique,"Colobane,Dakar",27500000,Venant
Hyundai,2016,Automatique,"Cambérène,Dakar",10800000,Venant
Mercedes-Benz,2015,Automatique,"Almadies,Dakar",14990000,D'occasion
Audi,2013,Automatique,"Nord foire,Dakar",3400000,D'occasion
Infinity,2013,Automatique,"Yoff,Dakar",6000000,D'occasion
Hyundai,2016,Automatique,"VDN,Dakar",12500000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Mitsubishi,2015,Automatique,"Point-e,Dakar",8500000,Venant
Nissan,2008,Manuelle,"Hann maristes,Dakar",3500000,D'occasion
Ford,2015,Automatique,"VDN,Dakar",7800000,Venant
Infinity,2015,Automatique,"Golf,Dakar",11000000,Venant
Dacia,2015,Manuelle,"Rufisque,Dakar",3400000,D'occasion
Volkswagen,2014,Automatique,"Sicap foire,Dakar",7000000,D'occasion
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Kia,2014,Automatique,"Thiaroye, Dakar",5800000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Ford,2017,Automatique,"Avenue Bourguiba,Dakar",15500000,Venant
Renault,2007,Manuelle,"Plateau,Dakar",1600000,D'occasion
Land Rover,2012,Automatique,"Parcelles Assainies,Dakar",9000000,D'occasion
BMW,2020,Automatique,"Sacré-cœur,Dakar",50000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Jeep,2015,Automatique,"Keur Massar,Dakar",7450000,Venant
Hyundai,2016,Automatique,"VDN,Dakar",4900000,Venant
Citroen,2011,Automatique,"VDN,Dakar",4500000,Venant
Ford,2013,Automatique,"Almadies,Dakar",4750000,D'occasion
Kia,2016,Automatique,"Sacré-cœur,Dakar",11000000,Venant
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2012,Automatique,"Parcelles Assainies,Dakar",3450000,D'occasion
Nissan,2012,Automatique,"Castor,Dakar",8000000,D'occasion
Infinity,2015,Automatique,"Cambérène,Dakar",11500000,D'occasion
Hyundai,2015,Automatique,"Cité Damel,Dakar",11500000,D'occasion
Ford,2014,Automatique,"Yoff,Dakar",5500000,D'occasion
Hyundai,2015,Automatique,"Sicap foire,Dakar",12500000,Venant
Nissan,2011,Automatique,"Cambérène,Dakar",4000000,D'occasion
Kia,2016,Automatique,"Patte d‘oie,Dakar",12000000,Venant
Mercedes-Benz,2019,Automatique,"Almadies,Dakar",33000000,Venant
Toyota,2008,Manuelle,"Médina,Dakar",7800000,Venant
Dacia,2009,Manuelle,"Ouest foire,Dakar",2500000,D'occasion
BMW,2016,Automatique,"Almadies,Dakar",17000000,Venant
Ford,2013,Automatique,"Sebikotane,Dakar",6400000,D'occasion
Ford,2014,Automatique,"Cité keur gorgui,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Chevrolet,2014,Automatique,"Sacré-cœur,Dakar",7500000,Venant
BMW,2020,Automatique,"Ouest foire,Dakar",55000000,Venant
Chevrolet,2014,Automatique,"Malika,Dakar",4700000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Toyota,2007,Automatique,"Ouakam,Dakar",2100000,D'occasion
Toyota,2015,Manuelle,"Sicap Liberté, Dakar",8000000,D'occasion
Ford,2013,Automatique,"Almadies,Dakar",3800000,D'occasion
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Peugeot,2013,Automatique,"Grand-Yoff,Dakar",5000000,D'occasion
Hyundai,2017,Automatique,"Hlm,Dakar",14900000,Venant
Ford,2017,Automatique,"Sacré-cœur,Dakar",20000000,D'occasion
Subaru,2014,Automatique,"Parcelles Assainies,Dakar",8100000,Venant
Mercedes-Benz,2014,Automatique,"Sicap Liberté,Dakar",17200000,Venant
Hyundai,2013,Automatique,"Hlm,Dakar",5000000,D'occasion
Hyundai,2014,Automatique,"Liberte 6,Dakar",5800000,Venant
Toyota,2009,Automatique,"Médina,Dakar",5800000,D'occasion
Jeep,2016,Automatique,"Hann maristes,Dakar",9500000,Venant
Ford,2017,Automatique,"Sacré-cœur,Dakar",1,D'occasion
Hyundai,2012,Automatique,"Rufisque,Dakar",5500000,D'occasion
Honda,2010,Automatique,"Yoff,Dakar",4500000,D'occasion
Hyundai,2015,Automatique,"Guediawaye,Dakar ",6300000,Venant
Hyundai,2018,Automatique,"Almadies,Dakar",14500000,Venant
Chevrolet,2011,Manuelle,"Patte d‘oie,Dakar",2700000,D'occasion
Kia,2012,Automatique,"Grand-Yoff,Dakar",2500000,D'occasion
Toyota,2013,Automatique,"VDN,Dakar",8500000,Venant
Peugeot,2013,Manuelle,"Yoff,Dakar",3900000,D'occasion
Hyundai,2015,Automatique,"Parcelles Assainies,Dakar",6700000,D'occasion
Kia,2009,Manuelle,"Ngor,Dakar",4000000,D'occasion
Jeep,2015,Automatique,"Almadies,Dakar",11200000,D'occasion
Audi,2018,Automatique,"Sacré-cœur,Dakar",40000000,Venant
Ford,2011,Automatique,"Sicap Liberté,Dakar",4800000,D'occasion
Hyundai,2014,Automatique,"Yoff,Dakar",6200000,Venant
Kia,2015,Automatique,"Cité Damel,Dakar",7600000,D'occasion
Toyota,2013,Automatique,"Hlm,Dakar",7400000,D'occasion
Kia,2015,Automatique,"Parcelles Assainies,Dakar",9000000,Venant
Hyundai,2014,Automatique,"Sacré-cœur,Dakar",7600000,Venant
Kia,2015,Automatique,"Liberte 6 extension,Dakar",7800000,Venant
Mercedes-Benz,2016,Automatique,"Amitié,Dakar",20000000,Venant
Jeep,2013,Automatique,"Golf,Dakar",7300000,D'occasion
Kia,2015,Manuelle,"VDN,Dakar",3500000,D'occasion
